Filename,Label
477.png,10
478.png,10
479.png,10
480.png,10
481.png,10
482.png,10
483.png,10
484.png,10
485.png,10
486.png,10
487.png,10
488.png,10
489.png,10
490.png,10
491.png,10
492.png,10
493.png,10
494.png,10
495.png,10
496.png,10
497.png,10
498.png,10
499.png,10
500.png,10
501.png,10
502.png,10
503.png,10
504.png,10
505.png,10
506.png,10
507.png,10
508.png,10
509.png,10
510.png,10
511.png,10
512.png,10
513.png,10
514.png,10
515.png,10
516.png,10
517.png,10
518.png,10
519.png,10
520.png,10
521.png,10
522.png,10
523.png,10
524.png,10
525.png,10
526.png,10
527.png,10
528.png,10
529.png,10
530.png,10
531.png,10
532.png,10
533.png,10
534.png,10
535.png,10
536.png,10
537.png,10
538.png,10
539.png,10
540.png,10
541.png,10
542.png,10
543.png,10
544.png,10
545.png,10
546.png,10
547.png,12
548.png,12
549.png,12
550.png,12
551.png,12
552.png,12
553.png,12
554.png,12
555.png,12
556.png,12
557.png,12
558.png,12
559.png,12
560.png,12
561.png,12
562.png,12
563.png,12
564.png,12
565.png,12
566.png,12
567.png,12
568.png,12
569.png,12
570.png,12
571.png,12
572.png,12
573.png,12
574.png,12
575.png,12
576.png,12
577.png,12
578.png,12
579.png,12
580.png,12
581.png,12
582.png,12
583.png,12
584.png,12
585.png,12
586.png,12
587.png,12
588.png,12
589.png,12
590.png,12
591.png,12
592.png,12
593.png,12
594.png,12
595.png,12
596.png,12
597.png,12
598.png,12
599.png,12
600.png,12
601.png,12
602.png,12
603.png,12
604.png,12
605.png,12
606.png,12
607.png,12
608.png,12
609.png,12
610.png,12
611.png,12
612.png,12
613.png,12
614.png,12
615.png,12
616.png,12
617.png,12
618.png,12
619.png,12
620.png,12
621.png,12
622.png,12
623.png,12
624.png,12
625.png,12
626.png,12
627.png,12
628.png,12
629.png,12
630.png,12
631.png,12
632.png,12
633.png,12
634.png,12
635.png,12
636.png,12
637.png,12
638.png,14
639.png,14
640.png,14
641.png,14
642.png,14
643.png,14
644.png,14
645.png,14
646.png,14
647.png,14
648.png,14
649.png,14
650.png,14
651.png,14
652.png,14
653.png,14
654.png,14
655.png,14
656.png,14
657.png,14
658.png,14
659.png,14
660.png,14
661.png,14
662.png,14
663.png,14
664.png,14
665.png,14
666.png,14
667.png,14
668.png,14
669.png,14
670.png,14
671.png,14
672.png,14
673.png,14
674.png,14
675.png,14
676.png,14
677.png,14
678.png,14
679.png,14
680.png,14
681.png,14
682.png,14
683.png,14
684.png,14
685.png,14
686.png,14
687.png,14
688.png,14
689.png,14
690.png,14
691.png,14
692.png,14
693.png,14
694.png,14
695.png,14
696.png,14
697.png,14
698.png,14
699.png,14
700.png,14
701.png,14
702.png,14
703.png,14
704.png,14
705.png,14
706.png,14
707.png,14
708.png,14
709.png,14
710.png,14
711.png,14
712.png,14
713.png,14
714.png,14
715.png,14
716.png,14
717.png,14
718.png,14
719.png,14
720.png,14
721.png,14
722.png,14
723.png,14
724.png,14
725.png,14
726.png,14
727.png,14
728.png,14
729.png,16
730.png,16
731.png,16
732.png,16
733.png,16
734.png,16
735.png,16
736.png,16
737.png,16
738.png,16
739.png,16
740.png,16
741.png,16
742.png,16
743.png,16
744.png,16
745.png,16
746.png,16
747.png,16
748.png,16
749.png,16
750.png,16
751.png,16
752.png,16
753.png,16
754.png,16
755.png,16
756.png,16
757.png,16
758.png,16
759.png,16
760.png,16
761.png,16
762.png,16
763.png,16
764.png,16
765.png,16
766.png,16
767.png,16
768.png,16
769.png,16
770.png,16
771.png,16
772.png,16
773.png,16
774.png,16
775.png,16
776.png,16
777.png,16
778.png,16
779.png,16
780.png,16
781.png,16
782.png,16
783.png,16
784.png,16
785.png,16
786.png,16
787.png,16
788.png,16
789.png,16
790.png,16
791.png,16
792.png,16
793.png,16
794.png,16
795.png,16
796.png,16
797.png,16
798.png,16
799.png,16
800.png,16
801.png,16
802.png,16
803.png,16
804.png,16
805.png,16
806.png,16
807.png,16
808.png,16
809.png,16
810.png,16
811.png,16
812.png,16
813.png,16
814.png,16
815.png,16
816.png,16
817.png,16
818.png,16
819.png,16
820.png,16
821.png,18
822.png,18
823.png,18
824.png,18
825.png,18
826.png,18
827.png,18
828.png,18
829.png,18
830.png,18
831.png,18
832.png,18
833.png,18
834.png,18
835.png,18
836.png,18
837.png,18
838.png,18
839.png,18
840.png,18
841.png,18
842.png,18
843.png,18
844.png,18
845.png,18
846.png,18
847.png,18
848.png,18
849.png,18
850.png,18
851.png,18
852.png,18
853.png,18
854.png,18
855.png,18
856.png,18
857.png,18
858.png,18
859.png,18
860.png,18
861.png,18
862.png,18
863.png,18
864.png,18
865.png,18
866.png,18
867.png,18
868.png,18
869.png,18
870.png,18
871.png,18
872.png,18
873.png,18
874.png,18
875.png,18
876.png,18
877.png,18
878.png,18
879.png,18
880.png,18
881.png,18
882.png,18
883.png,18
884.png,18
885.png,18
886.png,18
887.png,18
888.png,18
889.png,18
890.png,18
891.png,18
892.png,18
893.png,18
894.png,18
895.png,18
896.png,18
897.png,18
898.png,18
899.png,18
900.png,18
901.png,18
902.png,18
903.png,18
904.png,18
905.png,18
906.png,18
907.png,18
908.png,18
909.png,18
910.png,18
911.png,18
912.png,20
913.png,20
914.png,20
915.png,20
916.png,20
917.png,20
918.png,20
919.png,20
920.png,20
921.png,20
922.png,20
923.png,20
924.png,20
925.png,20
926.png,20
927.png,20
928.png,20
929.png,20
930.png,20
931.png,20
932.png,20
933.png,20
934.png,20
935.png,20
936.png,20
937.png,20
938.png,20
939.png,20
940.png,20
941.png,20
942.png,20
943.png,20
944.png,20
945.png,20
946.png,20
947.png,20
948.png,20
949.png,20
950.png,20
951.png,20
952.png,20
953.png,20
954.png,20
955.png,20
956.png,20
957.png,20
958.png,20
959.png,20
960.png,20
961.png,20
962.png,20
963.png,20
964.png,20
965.png,20
966.png,20
967.png,20
968.png,20
969.png,20
970.png,20
971.png,20
972.png,20
973.png,20
974.png,20
975.png,20
976.png,20
977.png,20
978.png,20
979.png,20
980.png,20
981.png,20
982.png,20
983.png,20
984.png,20
985.png,20
986.png,20
987.png,20
988.png,20
989.png,20
990.png,20
991.png,20
992.png,20
993.png,20
994.png,20
995.png,20
996.png,20
997.png,20
998.png,20
999.png,20
1000.png,20
1001.png,20
1002.png,20
